WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
0306,3,6,SEPTEMBER,9,"2,3"
0307,3,7,APRIL,4,"19,20"
0307,3,7,JULY,7,"22,23"
0307,3,7,JUNE,6,"4,7"
0307,3,7,OCTOBER,10,"26,27"
0307,3,7,SEPTEMBER,9,"8,9"
0308,3,8,APRIL,4,"21,22"
0308,3,8,JULY,7,"26,27"
0308,3,8,JUNE,6,"8,9"
0308,3,8,OCTOBER,10,"28,29"
0308,3,8,SEPTEMBER,9,"10,13"
0309,3,9,APRIL,4,"23,26"
0309,3,9,JULY,7,"28,29"
0309,3,9,JUNE,6,"10,11"
0309,3,9,NOVEMBER,11,"1,2"
0309,3,9,SEPTEMBER,9,"14,15"
0310,3,10,APRIL,4,"27,28"
0310,3,10,AUGUST,8,2
0310,3,10,JULY,7,30
0310,3,10,JUNE,6,"14,15"
0310,3,10,NOVEMBER,11,"3,4"
0310,3,10,SEPTEMBER,9,"16,17"
0311,3,11,APRIL,4,"29,30"
0311,3,11,AUGUST,8,"3,4"
0311,3,11,JUNE,6,"16,17"
0311,3,11,NOVEMBER,11,"5,8"
0311,3,11,SEPTEMBER,9,"20,21"
0312,3,12,AUGUST,8,"5,6"
0312,3,12,JUNE,6,"18,21"
0312,3,12,MAY,5,"3,4"
0312,3,12,NOVEMBER,11,"9,10"
0312,3,12,SEPTEMBER,9,"22,23"
0313,3,13,AUGUST,8,"9,10"
0313,3,13,JUNE,6,"22,23"
0313,3,13,MAY,5,"5,6"
0313,3,13,NOVEMBER,11,"11,12"
0313,3,13,SEPTEMBER,9,"24,27"
0314,3,14,AUGUST,8,"11,12"
0314,3,14,JUNE,6,"24,25"
0314,3,14,MAY,5,"7,10"
0314,3,14,NOVEMBER,11,"15,16"
0314,3,14,SEPTEMBER,9,"28,29"
0315,3,15,AUGUST,8,"13,16"
0315,3,15,JUNE,6,"28,29"
0315,3,15,MAY,5,"11,12"
0315,3,15,NOVEMBER,11,"17,18"
0315,3,15,OCTOBER,10,1
0315,3,15,SEPTEMBER,9,30
0316,3,16,AUGUST,8,"17,18"
0316,3,16,JULY,7,1
0316,3,16,JUNE,6,30
0316,3,16,MAY,5,"13,14"
0316,3,16,OCTOBER,10,"4,5"
0401,4,1,APRIL,4,"1,2"
0401,4,1,AUGUST,8,"9,10"
0401,4,1,JUNE,6,"25,28"
0401,4,1,MAY,5,"13,14"
0401,4,1,NOVEMBER,11,"3,4"
0401,4,1,SEPTEMBER,9,"21,22"
0402,4,2,APRIL,4,"5,6"
0402,4,2,AUGUST,8,"11,12"
0402,4,2,JUNE,6,"29,30"
0402,4,2,MAY,5,"17,18"
0402,4,2,NOVEMBER,11,"5,8"
0402,4,2,SEPTEMBER,9,"23,24"
0403,4,3,APRIL,4,"7,8"
0403,4,3,AUGUST,8,"13,16"
0403,4,3,JULY,7,"1,2"
0403,4,3,MAY,5,"19,20"
0403,4,3,NOVEMBER,11,"9,10"
0403,4,3,SEPTEMBER,9,"27,28"
0404,4,4,APRIL,4,"9,12"
0404,4,4,AUGUST,8,"17,18"
0404,4,4,JULY,7,"6,7"
0404,4,4,MAY,5,"21,24"
0404,4,4,NOVEMBER,11,"11,12"
0404,4,4,SEPTEMBER,9,"29,30"
0405,4,5,APRIL,4,"13,14"
0405,4,5,AUGUST,8,"19,20"
0405,4,5,JULY,7,"8,9"
0405,4,5,MAY,5,"25,26"
0405,4,5,NOVEMBER,11,"15,16"
0405,4,5,OCTOBER,10,"1,4"
0406,4,6,APRIL,4,"15,16"
0406,4,6,AUGUST,8,"23,24"
0406,4,6,JULY,7,"12,13"
0406,4,6,MAY,5,"27,28"
0406,4,6,NOVEMBER,11,"17,18"
0406,4,6,OCTOBER,10,"5,6"
0407,4,7,APRIL,4,"19,20"
0407,4,7,AUGUST,8,"25,26"
0407,4,7,JULY,7,"14,15"
0407,4,7,JUNE,6,"1,2"
0407,4,7,NOVEMBER,11,19
0407,4,7,OCTOBER,10,"7,8"
0407,4,7,SEPTEMBER,9,"2,3"
0408,4,8,APRIL,4,"21,22"
0408,4,8,AUGUST,8,"27,30"
0408,4,8,JULY,7,"16,19"
0408,4,8,JUNE,6,"3,4"
0408,4,8,OCTOBER,10,"12,13"
0408,4,8,SEPTEMBER,9,"7,8"
0409,4,9,APRIL,4,"23,26"
0409,4,9,AUGUST,8,31
0409,4,9,JULY,7,"20,21"
0409,4,9,JUNE,6,"7,8"
0409,4,9,OCTOBER,10,"14,15"
0409,4,9,SEPTEMBER,9,1
0410,4,10,APRIL,4,"27,28"
0410,4,10,JULY,7,"22,23"
0410,4,10,JUNE,6,"9,10"
0410,4,10,OCTOBER,10,"18,19"
0410,4,10,SEPTEMBER,9,"2,3"
0411,4,11,APRIL,4,"29,30"
0411,4,11,JULY,7,"26,27"
0411,4,11,JUNE,6,"11,14"
0411,4,11,OCTOBER,10,"20,21"
0411,4,11,SEPTEMBER,9,"7,8"
0412,4,12,JULY,7,"28,29"
0412,4,12,JUNE,6,"15,16"
0412,4,12,MAY,5,"3,4"
0412,4,12,OCTOBER,10,"22,25"
0412,4,12,SEPTEMBER,9,"9,10"
0413,4,13,AUGUST,8,2
0413,4,13,JULY,7,30
0413,4,13,JUNE,6,"17,18"
0413,4,13,MAY,5,"5,6"
0413,4,13,OCTOBER,10,"26,27"
0413,4,13,SEPTEMBER,9,"13,14"
0414,4,14,AUGUST,8,"3,4"
0414,4,14,JUNE,6,"21,22"
0414,4,14,MAY,5,"7,10"
0414,4,14,SEPTEMBER,9,"15,16"
0415,4,15,AUGUST,8,"5,6"
0415,4,15,JUNE,6,"23,24"
0415,4,15,MAY,5,"11,12"
0415,4,15,NOVEMBER,11,"1,2"
0415,4,15,OCTOBER,10,"28,29"
0415,4,15,SEPTEMBER,9,"17,20"
0501,5,1,APRIL,4,"1,2"
0501,5,1,AUGUST,8,"27,30"
0501,5,1,JULY,7,"22,23"
0501,5,1,JUNE,6,"15,16"
0501,5,1,MAY,5,"7,8"
0501,5,1,NOVEMBER,11,"11,12"
0501,5,1,OCTOBER,10,"5,6"
0502,5,2,APRIL,4,"5,6"
0502,5,2,AUGUST,8,31
0502,5,2,JULY,7,"26,27"
0502,5,2,JUNE,6,"17,18"
0502,5,2,MAY,5,"11,12"
0502,5,2,NOVEMBER,11,"15,16"
0502,5,2,OCTOBER,10,"7,8"
0502,5,2,SEPTEMBER,9,1
0503,5,3,APRIL,4,"7,8"
0503,5,3,JULY,7,"28,29"
0503,5,3,JUNE,6,"21,22"
0503,5,3,MAY,5,"13,14"
0503,5,3,NOVEMBER,11,"17,18"
0503,5,3,OCTOBER,10,"12,13"
0503,5,3,SEPTEMBER,9,"3,4"
0504,5,4,APRIL,4,"9,12"
0504,5,5,APRIL,4,"13,14"
0504,5,4,AUGUST,8,2
0504,5,4,JULY,7,30
0504,5,4,JUNE,6,"23,24"
0504,5,4,MAY,5,"17,18"
0504,5,4,OCTOBER,10,"14,15"
0504,5,4,SEPTEMBER,9,"7,8"
0505,5,5,AUGUST,8,"3,4"
0505,5,5,JUNE,6,"25,28"
0505,5,5,MAY,5,"19,20"
0505,5,5,OCTOBER,10,"18,19"
0505,5,5,SEPTEMBER,9,"9,10"
0506,5,6,APRIL,4,"15,16"
0506,5,7,APRIL,4,"19,20"
0506,5,6,AUGUST,8,"5,6"
0506,5,6,JUNE,6,"29,30"
0506,5,6,MAY,5,"21,24"
0506,5,6,OCTOBER,10,"20,21"
0506,5,6,SEPTEMBER,9,"13,14"
0507,5,7,AUGUST,8,"9,10"
0507,5,7,JULY,7,"1,2"
0507,5,7,MAY,5,"25,26"
0507,5,7,OCTOBER,10,"22,25"
0507,5,7,SEPTEMBER,9,"15,16"
0508,5,8,APRIL,4,"21,22"
0508,5,8,AUGUST,8,"11,12"
0508,5,8,JULY,7,"6,7"
0508,5,8,MAY,5,"27,28"
0508,5,8,NOVEMBER,11,"1,2"
0508,5,8,OCTOBER,10,"26,27"
0508,5,8,SEPTEMBER,9,"17,20"
0509,5,9,APRIL,4,"23,26"
0509,5,9,AUGUST,8,"13,16"
0509,5,9,JULY,7,"8,9"
0509,5,9,JUNE,6,"1,2"
0509,5,9,OCTOBER,10,"28,29"
0509,5,9,SEPTEMBER,9,"21,22"
0510,5,10,APRIL,4,"27,28"
0510,5,10,AUGUST,8,"17,18"
0510,5,10,JULY,7,"12,13"
0510,5,10,JUNE,6,"3,4"
0510,5,10,NOVEMBER,11,"1,2"
0510,5,10,SEPTEMBER,9,"27,28"
0511,5,11,APRIL,4,"29,30"
0511,5,11,AUGUST,8,"19,20"
0511,5,11,JULY,7,"14,15"
0511,5,11,JUNE,6,"7,8"
0511,5,11,NOVEMBER,11,"3,4"
0511,5,11,SEPTEMBER,9,"29,30"
0512,5,12,AUGUST,8,"23,24"
0512,5,12,JULY,7,"16,19"
0512,5,12,JUNE,6,"9,10"
0512,5,12,MAY,5,"3,4"
0512,5,12,NOVEMBER,11,"5,8"
0512,5,12,OCTOBER,10,"4,5"
0512,5,12,SEPTEMBER,9,"29,30"
0513,5,13,AUGUST,8,"25,26"
0513,5,13,JULY,7,"20,21"
0513,5,13,JUNE,6,"13,14"
0513,5,13,MAY,5,"11,14"
0513,5,13,NOVEMBER,11,"9,10"
0513,5,13,OCTOBER,10,"1,4"
0601,6,1,APRIL,4,"1,2"
0601,6,1,AUGUST,8,2
0601,6,1,JULY,7,30
0601,6,1,JUNE,6,"21,22"
0601,6,1,MAY,5,"11,12"
0601,6,1,OCTOBER,10,"20,21"
0601,6,1,SEPTEMBER,9,"9,10"
0602,6,2,APRIL,4,"5,6"
0602,6,2,AUGUST,8,"3,4"
0602,6,2,JUNE,6,"23,24"
0602,6,2,MAY,5,"13,14"
0602,6,2,OCTOBER,10,"22,25"
0602,6,2,SEPTEMBER,9,"13,14"
0603,6,3,APRIL,4,"7,8"
0603,6,3,AUGUST,8,"5,6"
0603,6,3,JUNE,6,"25,28"
0603,6,3,MAY,5,"17,18"
0603,6,3,OCTOBER,10,"26,27"
0603,6,3,SEPTEMBER,9,"15,16"
0604,6,4,APRIL,4,"9,12"
0604,6,4,AUGUST,8,"9,10"
0604,6,4,JUNE,6,"29,30"
0604,6,4,MAY,5,"19,20"
0604,6,4,OCTOBER,10,"28,29"
0604,6,4,SEPTEMBER,9,"17,20"
0605,6,5,APRIL,4,"13,14"
0605,6,5,AUGUST,8,"11,12"
0605,6,5,JULY,7,"1,2"
0605,6,5,MAY,5,"21,24"
0605,6,5,NOVEMBER,11,"1,2"
0605,6,5,SEPTEMBER,9,"21,22"
0606,6,6,APRIL,4,"15,16"
0606,6,6,AUGUST,8,"13,16"
0606,6,6,JULY,7,"6,7"
0606,6,6,MAY,5,"25,26"
0606,6,6,NOVEMBER,11,"3,4"
0606,6,6,SEPTEMBER,9,"23,24"
0607,6,7,APRIL,4,"19,20"
0607,6,7,AUGUST,8,"8,17"
0607,6,7,JULY,7,"8,9"
0607,6,7,MAY,5,"27,28"
0607,6,7,NOVEMBER,11,"5,8"
0607,6,7,SEPTEMBER,9,"27,28"
0608,6,8,APRIL,4,"21,22"
0608,6,8,AUGUST,8,"19,20"
0608,6,8,JULY,7,"12,13"
0608,6,8,JUNE,6,"1,2"
0608,6,8,NOVEMBER,11,"9,10"
0608,6,8,SEPTEMBER,9,"29,30"
0609,6,9,APRIL,4,"23,26"
0609,6,9,AUGUST,8,"23,24"
0609,6,9,JULY,7,"14,15"
0609,6,9,JUNE,6,"3,4"
0609,6,9,NOVEMBER,11,"11,12"
0609,6,9,OCTOBER,10,"1,4"
0610,6,10,APRIL,4,"27,28"
0610,6,10,AUGUST,8,"25,26"
0610,6,10,JULY,7,"16,19"
0610,6,10,MAY,5,"7,8"
0610,6,10,NOVEMBER,11,"15,16"
0610,6,10,OCTOBER,10,"5,6"
0611,6,11,APRIL,4,"29,30"
0611,6,11,AUGUST,8,"27,30"
0611,6,11,JULY,7,"20,21"
0611,6,11,JUNE,6,"9,10"
0611,6,11,NOVEMBER,11,"17,18"
0611,6,11,OCTOBER,10,"7,8"
0612,6,12,AUGUST,8,31
0612,6,12,JULY,7,"22,23"
0612,6,12,JUNE,6,"11,14"
0612,6,12,MAY,5,"3,4"
0612,6,12,OCTOBER,10,"12,13"
0612,6,12,SEPTEMBER,9,1
0613,6,13,JULY,7,"26,27"
0613,6,13,JUNE,6,"15,16"
0613,6,13,MAY,5,"5,6"
0613,6,13,OCTOBER,10,"14,15"
0613,6,13,SEPTEMBER,9,"2,3"
0614,6,14,JULY,7,"28,29"
0614,6,14,JUNE,6,"17,18"
0614,6,14,MAY,5,"7,10"
0614,6,14,OCTOBER,10,"18,19"
0614,6,14,SEPTEMBER,9,"7,8"
0701,7,1,APRIL,4,"1,2"
0701,7,1,AUGUST,8,"17,18"
0701,7,1,JULY,7,"1,2"
0701,7,1,MAY,5,"17,18"
0701,7,1,NOVEMBER,11,"17,18"
0701,7,1,OCTOBER,10,"1,4"
0702,7,2,APRIL,4,"5,6"
0702,7,2,AUGUST,8,"19,20"
0702,7,2,JULY,7,"6,7"
0702,7,2,MAY,5,"19,20"
0702,7,2,NOVEMBER,11,19
0702,7,2,OCTOBER,10,"5,6"
0703,7,3,APRIL,4,"7,8"
0703,7,3,AUGUST,8,"23,24"
0703,7,3,JULY,7,"8,9"
0703,7,3,MAY,5,"21,24"
0703,7,3,NOVEMBER,11,19
0703,7,3,OCTOBER,10,"7,8"
0704,7,4,APRIL,4,"9,12"
0704,7,4,AUGUST,8,"25,26"
0704,7,4,JULY,7,"12,13"
0704,7,4,MAY,5,"25,26"
0704,7,4,OCTOBER,10,"12,13"
0705,7,5,APRIL,4,"13,14"
0705,7,5,AUGUST,8,"27,30"
0705,7,5,JULY,7,"14,15"
0705,7,5,MAY,5,"27,28"
0705,7,5,OCTOBER,10,"14,15"
0706,7,6,APRIL,4,"15,16"
0706,7,6,AUGUST,8,31
0706,7,6,JULY,7,"16,19"
0706,7,6,JUNE,6,"1,2"
0706,7,6,OCTOBER,10,"18,19"
0706,7,6,SEPTEMBER,9,1
0707,7,7,APRIL,4,"19,20"
0707,7,7,JULY,7,"20,21"
0707,7,7,JUNE,6,"3,4"
0707,7,7,OCTOBER,10,"20,21"
0707,7,7,SEPTEMBER,9,"2,3"
0708,7,8,APRIL,4,"21,22"
0708,7,8,JULY,7,"22,23"
0708,7,8,JUNE,6,"7,8"
0708,7,8,OCTOBER,10,"22,25"
0708,7,8,SEPTEMBER,9,"7,8"
0709,7,9,APRIL,4,"23,26"
0709,7,9,JULY,7,"26,27"
0709,7,9,JUNE,6,"9,10"
0709,7,9,OCTOBER,10,"26,27"
0709,7,9,SEPTEMBER,9,"9,10"
0710,7,10,APRIL,4,"27,28"
0710,7,10,JULY,7,"28,29"
0710,7,10,JUNE,6,"11,14"
0710,7,10,OCTOBER,10,"28,29"
0710,7,10,SEPTEMBER,9,"13,14"
0711,7,11,APRIL,4,"29,30"
0711,7,11,AUGUST,8,2
0711,7,11,JULY,7,30
0711,7,11,JUNE,6,"15,16"
0711,7,11,NOVEMBER,11,"1,2"
0711,7,11,SEPTEMBER,9,"15,16"
0712,7,12,AUGUST,8,"3,4"
0712,7,12,JUNE,6,"17,18"
0712,7,12,MAY,5,"3,4"
0712,7,12,NOVEMBER,11,"3,4"
0712,7,12,SEPTEMBER,9,"17,20"
0713,7,13,AUGUST,8,"5,6"
0713,7,13,JUNE,6,"21,22"
0713,7,13,MAY,5,"5,6"
0713,7,13,NOVEMBER,11,"5,8"
0713,7,13,SEPTEMBER,9,"21,22"
0714,7,14,AUGUST,8,"9,10"
0714,7,14,JUNE,6,"23,24"
0714,7,14,MAY,5,"7,10"
0714,7,14,NOVEMBER,11,"9,10"
0714,7,14,SEPTEMBER,9,"23,24"
0715,7,15,AUGUST,8,"11,12"
0715,7,15,JUNE,6,"25,28"
0715,7,15,MAY,5,"11,12"
0715,7,15,NOVEMBER,11,"11,12"
0715,7,15,SEPTEMBER,9,"27,28"
0716,7,16,AUGUST,8,"13,16"
0716,7,16,JUNE,6,"29,30"
0716,7,16,MAY,5,"13,14"
0716,7,16,NOVEMBER,11,"15,16"
0716,7,16,SEPTEMBER,9,"29,30"
0801,8,1,APRIL,4,"1,2"
0801,8,1,AUGUST,8,"25,26"
0801,8,1,JULY,7,"8,9"
0801,8,1,MAY,5,"19,20"
0801,8,1,OCTOBER,10,"14,15"
0802,8,2,APRIL,4,"5,6"
0802,8,2,AUGUST,8,"27,30"
0802,8,2,JULY,7,"12,13"
0802,8,2,MAY,5,"21,24"
0802,8,2,OCTOBER,10,"18,19"
0803,8,3,APRIL,4,"7,8"
0803,8,3,AUGUST,8,31
0803,8,3,JULY,7,"14,15"
0803,8,3,MAY,5,"25,26"
0803,8,3,OCTOBER,10,"20,21"
0803,8,3,SEPTEMBER,9,1
0804,8,4,APRIL,4,"9,12"
0804,8,4,JULY,7,"16,19"
0804,8,4,MAY,5,"27,28"
0804,8,4,OCTOBER,10,"22,25"
0804,8,4,SEPTEMBER,9,"2,3"
0805,8,5,APRIL,4,"13,14"
0805,8,5,JULY,7,"20,21"
0805,8,5,JUNE,6,"1,2"
0805,8,5,OCTOBER,10,"26,27"
0805,8,5,SEPTEMBER,9,"7,8"
0806,8,6,APRIL,4,"15,16"
0806,8,6,JULY,7,"22,23"
0806,8,6,JUNE,6,"3,4"
0806,8,6,OCTOBER,10,"28,29"
0806,8,6,SEPTEMBER,9,"9,10"
0807,8,7,APRIL,4,"19,20"
0807,8,7,JULY,7,"26,27"
0807,8,7,JUNE,6,"7,8"
0807,8,7,NOVEMBER,11,"1,2"
0807,8,7,SEPTEMBER,9,"13,14"
0808,8,8,APRIL,4,"21,22"
0808,8,8,JULY,7,"28,29"
0808,8,8,JUNE,6,"9,10"
0808,8,8,NOVEMBER,11,"3,4"
0808,8,8,SEPTEMBER,9,"15,16"
0809,8,9,APRIL,4,"23,26"
0809,8,9,AUGUST,8,2
0809,8,9,JULY,7,30
0809,8,9,JUNE,6,"11,14"
0809,8,9,NOVEMBER,11,"5,8"
0809,8,9,SEPTEMBER,9,"17,20"
0810,8,10,APRIL,4,"27,28"
0810,8,10,AUGUST,8,"3,4"
0810,8,10,JUNE,6,"15,16"
0810,8,10,NOVEMBER,11,"9,10"
0810,8,10,SEPTEMBER,9,"21,22"
0811,8,11,APRIL,4,"29,30"
0811,8,11,AUGUST,8,"5,6"
0811,8,11,JUNE,6,"17,18"
0811,8,11,NOVEMBER,11,"11,12"
0811,8,11,SEPTEMBER,9,"23,24"
0812,8,12,AUGUST,8,"9,10"
0812,8,12,JUNE,6,"21,22"
0812,8,12,MAY,5,"3,4"
0812,8,12,NOVEMBER,11,"15,16"
0812,8,12,SEPTEMBER,9,"27,28"
0813,8,13,AUGUST,8,"11,12"
0813,8,13,JUNE,6,"23,24"
0813,8,13,MAY,5,"5,6"
0813,8,13,NOVEMBER,11,"17,18"
0813,8,13,SEPTEMBER,9,"29,30"
0814,8,14,AUGUST,8,"13,16"
0814,8,14,JUNE,6,"25,28"
0814,8,14,MAY,5,"7,10"
0814,8,14,NOVEMBER,11,19
0814,8,14,OCTOBER,10,"1,4"
0815,8,15,AUGUST,8,"17,18"
0815,8,15,JUNE,6,"29,30"
0815,8,15,MAY,5,"11,12"
0815,8,15,OCTOBER,10,"5,6"
0816,8,16,AUGUST,8,"19,20"
0816,8,16,JULY,7,"1,2"
0816,8,16,MAY,5,"13,14"
0816,8,16,OCTOBER,10,"7,8"
0817,8,17,AUGUST,8,"23,24"
