WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
3809,38,09,OCTOBER,10,1
3810,38,10,APRIL,4,"21,22"
3810,38,10,JUNE,6,"13,16"
3810,38,10,AUGUST,8,"8,11"
3810,38,10,OCTOBER,10,"2,3"
3811,38,11,APRIL,4,"21,22"
3811,38,11,JUNE,6,"13,16"
3811,38,11,AUGUST,8,"8,11"
3811,38,11,OCTOBER,10,"2,3"
3812,38,12,APRIL,4,"23,24"
3812,38,12,JUNE,6,"17,18"
3812,38,12,AUGUST,8,"12,13"
3812,38,12,OCTOBER,10,"6,7"
3813,38,13,APRIL,4,"25,28"
3813,38,13,JUNE,6,"20,23"
3813,38,13,AUGUST,8,"14,15"
3813,38,13,OCTOBER,10,"8,9"
3814,38,14,APRIL,4,"29,30"
3814,38,14,JUNE,6,"24,25"
3814,38,14,AUGUST,8,"18,19"
3814,38,14,OCTOBER,10,"10,14"
3815,38,15,MAY,5,"1,2"
3815,38,15,JUNE,6,"26,27"
3815,38,15,AUGUST,8,"20,21"
3815,38,15,OCTOBER,10,"15,16"
3816,38,16,MAY,5,"5,6"
3816,38,16,JUNE,6,30
3816,38,16,JULY,7,1
3816,38,16,AUGUST,8,"22,25"
3816,38,16,OCTOBER,10,"17,20"
3817,38,17,MAY,5,"7,8"
3817,38,17,JULY,7,"2,3"
3817,38,17,AUGUST,8,"26,27"
3817,38,17,OCTOBER,10,"21,22"
3818,38,18,MAY,5,"9,12"
3818,38,18,JULY,7,"7,8"
3818,38,18,AUGUST,8,"28,29"
3818,38,18,OCTOBER,10,"23,24"
3819,38,19,MAY,5,"9,12"
3819,38,19,JULY,7,"7,8"
3819,38,19,AUGUST,8,"28,29"
3819,38,19,OCTOBER,10,"23,24"
3820,38,20,MAY,5,"13,14"
3820,38,20,JULY,7,"9,10"
3820,38,20,SEPTEMBER,9,"2,3"
3820,38,20,OCTOBER,10,"27,28"
3821,38,21,MAY,5,"13,14"
3821,38,21,JULY,7,"9,10"
3821,38,21,SEPTEMBER,9,"2,3"
3821,38,21,OCTOBER,10,"27,28"
3822,38,22,MAY,5,"15,16"
3822,38,22,JULY,7,"11,14"
3822,38,22,SEPTEMBER,9,"4,5"
3822,38,22,OCTOBER,10,"29,30"
3823,38,23,MAY,5,"15,16"
3823,38,23,JULY,7,"11,14"
3823,38,23,SEPTEMBER,9,"4,5"
3823,38,23,OCTOBER,10,"29,30"
3824,38,24,MAY,5,"19,20"
3824,38,24,JULY,7,"15,16"
3824,38,24,SEPTEMBER,9,"8,9"
3824,38,24,OCTOBER,10,31
3824,38,24,NOVEMBER,11,3
3825,38,25,MAY,5,"19,20"
3825,38,25,JULY,7,"15,16"
3825,38,25,SEPTEMBER,9,"8,9"
3825,38,25,OCTOBER,10,31
3825,38,25,NOVEMBER,11,3
3826,38,26,MAY,5,"21,22"
3826,38,26,JULY,7,"17,18"
3826,38,26,SEPTEMBER,9,"10,11"
3826,38,26,NOVEMBER,11,"4,5"
3901,39,01,APRIL,4,"1,2"
3901,39,01,JUNE,6,"5,6"
3901,39,01,AUGUST,8,"12,13"
3901,39,01,OCTOBER,10,"17,20"
3902,39,02,APRIL,4,"3,4"
3902,39,02,JUNE,6,"9,10"
3902,39,02,AUGUST,8,"14,15"
3902,39,02,OCTOBER,10,"21,22"
3903,39,03,APRIL,4,"7,8"
3903,39,03,JUNE,6,"11,12"
3903,39,03,AUGUST,8,"18,19"
3903,39,03,OCTOBER,10,"23,24"
3904,39,04,APRIL,4,"9,10"
3904,39,04,JUNE,6,"13,16"
3904,39,04,AUGUST,8,"20,21"
3904,39,04,OCTOBER,10,"27,28"
3905,39,05,APRIL,4,"11,14"
3905,39,05,JUNE,6,"17,18"
3905,39,05,AUGUST,8,"22,25"
3905,39,05,OCTOBER,10,"29,30"
3906,39,06,APRIL,4,"15,16"
3906,39,06,JUNE,6,"20,23"
3906,39,06,AUGUST,8,"26,27"
3906,39,06,OCTOBER,10,31
3906,39,06,NOVEMBER,11,3
3907,39,07,APRIL,4,"17,18"
3907,39,07,JUNE,6,"24,25"
3907,39,07,AUGUST,8,"28,29"
3907,39,07,NOVEMBER,11,"4,5"
3908,39,08,APRIL,4,"21,22"
3908,39,08,JUNE,6,"26,27"
3908,39,08,SEPTEMBER,9,"2,3"
3908,39,08,NOVEMBER,11,"6,7"
3909,39,09,APRIL,4,"23,24"
3909,39,09,JUNE,6,30
3909,39,09,JULY,7,1
3909,39,09,SEPTEMBER,9,"4,5"
3909,39,09,NOVEMBER,11,"10,12"
3910,39,10,APRIL,4,"25,26"
3910,39,10,JULY,7,"2,3"
3910,39,10,SEPTEMBER,9,"8,9"
3910,39,10,NOVEMBER,11,"13,14"
3911,39,11,APRIL,4,"29,30"
3911,39,11,JULY,7,"7,8"
3911,39,11,SEPTEMBER,9,"10,11"
3911,39,11,NOVEMBER,11,"17,18"
3912,39,12,MAY,5,"1,2"
3912,39,12,JULY,7,"9,10"
3912,39,12,SEPTEMBER,9,"12,15"
3912,39,12,NOVEMBER,11,"19,20"
3913,39,13,MAY,5,"5,6"
3913,39,13,JULY,7,"11,14"
3913,39,13,SEPTEMBER,9,"16,17"
3913,39,13,NOVEMBER,11,21
3914,39,14,MAY,5,"7,8"
3914,39,14,JULY,7,"15,16"
3914,39,14,SEPTEMBER,9,"18,19"
3914,39,14,NOVEMBER,11,24
3915,39,15,MAY,5,"9,12"
3915,39,15,JULY,7,"17,18"
3915,39,15,SEPTEMBER,9,"22,23"
3916,39,16,MAY,5,"13,14"
3916,39,16,JULY,7,"21,22"
3916,39,16,SEPTEMBER,9,"24,25"
3917,39,17,MAY,5,"15,16"
3917,39,17,JULY,7,"23,24"
3917,39,17,SEPTEMBER,9,"26,29"
3918,39,18,MAY,5,"19,20"
3918,39,18,JULY,7,"25,28"
3918,39,18,SEPTEMBER,9,30
3918,39,18,OCTOBER,10,1
3919,39,19,MAY,5,"21,22"
3919,39,19,JULY,7,"29,30"
3919,39,19,OCTOBER,10,"2,3"
3920,39,20,MAY,5,"23,27"
3920,39,20,JULY,7,31
3920,39,20,AUGUST,8,1
3920,39,20,OCTOBER,10,"6,7"
3921,39,21,MAY,5,"28,29"
3921,39,21,AUGUST,8,"4,5"
3921,39,21,OCTOBER,10,"8,9"
3922,39,22,MAY,5,30
3922,39,22,JUNE,6,2
3922,39,22,AUGUST,8,"6,7"
3922,39,22,OCTOBER,10,"10,14"
3923,39,23,JUNE,6,"3,4"
3923,39,23,AUGUST,8,"8,11"
3923,39,23,OCTOBER,10,"15,16"
4001,40,01,MAY,5,"9,12"
4001,40,01,JULY,7,"7,8"
4001,40,01,AUGUST,8,"28,29"
4001,40,01,OCTOBER,10,"23,24"
4002,40,02,MAY,5,"13,14"
4002,40,02,JULY,7,"9,10"
4002,40,02,SEPTEMBER,9,"2,3"
4002,40,02,OCTOBER,10,"27,28"
4003,40,03,MAY,5,"15,16"
4003,40,03,JULY,7,"11,14"
4003,40,03,SEPTEMBER,9,"4,5"
4003,40,03,OCTOBER,10,"29,30"
4004,40,04,MAY,5,"19,20"
4004,40,04,JULY,7,"15,16"
4004,40,04,SEPTEMBER,9,"8,9"
4004,40,04,OCTOBER,10,31
4004,40,04,NOVEMBER,11,3
4005,40,05,MAY,5,"21,22"
4005,40,05,JULY,7,"17,18"
4005,40,05,SEPTEMBER,9,"10,11"
4005,40,05,NOVEMBER,11,"4,5"
4006,40,06,APRIL,4,"1,2"
4006,40,06,MAY,5,"23,27"
4006,40,06,JULY,7,"21,22"
4006,40,06,SEPTEMBER,9,"12,15"
4006,40,06,NOVEMBER,11,"6,7"
4007,40,07,APRIL,4,"3,4"
4007,40,07,MAY,5,"28,29"
4007,40,07,JULY,7,"23,24"
4007,40,07,SEPTEMBER,9,"16,17"
4007,40,07,NOVEMBER,11,"10,12"
4008,40,08,APRIL,4,"7,8"
4008,40,08,MAY,5,30
4008,40,08,JUNE,6,2
4008,40,08,JULY,7,"25,26"
4008,40,08,SEPTEMBER,9,"18,19"
4008,40,08,NOVEMBER,11,"13,14"
4009,40,09,APRIL,4,"9,10"
4009,40,09,JUNE,6,"3,4"
4009,40,09,JULY,7,"29,30"
4009,40,09,SEPTEMBER,9,"22,23"
4009,40,09,NOVEMBER,11,"17,18"
4010,40,10,APRIL,4,"11,14"
4010,40,10,JUNE,6,"5,6"
4010,40,10,JULY,7,31
4010,40,10,AUGUST,8,1
4010,40,10,SEPTEMBER,9,"24,25"
4010,40,10,NOVEMBER,11,"19,20"
4011,40,11,APRIL,4,"15,16"
4011,40,11,JUNE,6,"9,10"
4011,40,11,AUGUST,8,"4,5"
4011,40,11,SEPTEMBER,9,"26,29"
4011,40,11,NOVEMBER,11,"21,24"
4012,40,12,APRIL,4,"17,18"
4012,40,12,JUNE,6,"11,12"
4012,40,12,AUGUST,8,"6,7"
4012,40,12,SEPTEMBER,9,30
4012,40,12,OCTOBER,10,1
4013,40,13,APRIL,4,"21,22"
4013,40,13,JUNE,6,"13,16"
4013,40,13,AUGUST,8,"8,11"
4013,40,13,OCTOBER,10,"2,3"
4014,40,14,APRIL,4,"23,24"
4014,40,14,JUNE,6,"17,18"
4014,40,14,AUGUST,8,"12,13"
4014,40,14,OCTOBER,10,"6,7"
4015,40,15,APRIL,4,"25,28"
4015,40,15,JUNE,6,"20,23"
4015,40,15,AUGUST,8,"14,15"
4015,40,15,OCTOBER,10,"8,9"
4016,40,16,APRIL,4,"29,30"
4016,40,16,JUNE,6,"24,25"
4016,40,16,AUGUST,8,"18,19"
4016,40,16,OCTOBER,10,"10,14"
4017,40,17,MAY,5,"1,2"
4017,40,17,JUNE,6,"26,27"
4017,40,17,AUGUST,8,"20,21"
4017,40,17,OCTOBER,10,"15,16"
4018,40,18,MAY,5,"5,6"
4018,40,18,JUNE,6,30
4018,40,18,JULY,7,1
4018,40,18,AUGUST,8,"22,25"
4018,40,18,OCTOBER,10,"17,20"
4019,40,19,MAY,5,"7,8"
4019,40,19,JULY,7,"2,3"
4019,40,19,AUGUST,8,"26,27"
4019,40,19,OCTOBER,10,"21,22"
4101,41,01,APRIL,4,"17,18"
4101,41,01,JUNE,6,"3,4"
4101,41,01,JULY,7,"21,22"
4101,41,01,SEPTEMBER,9,"4,5"
4101,41,01,OCTOBER,10,"23,24"
4102,41,02,APRIL,4,"17,18"
4102,41,02,JUNE,6,"3,4"
4102,41,02,JULY,7,"21,22"
4102,41,02,SEPTEMBER,9,"4,5"
4102,41,02,OCTOBER,10,"27,28"
4103,41,03,APRIL,4,"21,22"
4103,41,03,JUNE,6,"5,6"
4103,41,03,JULY,7,"23,24"
4103,41,03,SEPTEMBER,9,"8,9"
4103,41,03,OCTOBER,10,"29,30"
4104,41,04,APRIL,4,"21,22"
4104,41,04,JUNE,6,"5,6"
4104,41,04,JULY,7,"23,24"
4104,41,04,SEPTEMBER,9,"8,9"
4104,41,04,OCTOBER,10,31
4104,41,04,NOVEMBER,11,3
4105,41,05,APRIL,4,"23,24"
4105,41,05,JUNE,6,"9,10"
4105,41,05,JULY,7,"25,8"
4105,41,05,SEPTEMBER,9,"10,11"
4105,41,05,NOVEMBER,11,"4,5"
4106,41,06,APRIL,4,"23,24"
4106,41,06,JUNE,6,"9,10"
4106,41,06,JULY,7,"25,28"
4106,41,06,SEPTEMBER,9,"10,11"
4106,41,06,NOVEMBER,11,"6,7"
4107,41,07,APRIL,4,"25,28"
4107,41,07,JUNE,6,"11,12"
4107,41,07,JULY,7,"29,30"
4107,41,07,SEPTEMBER,9,"12,15"
4107,41,07,NOVEMBER,11,"10,12"
4108,41,08,APRIL,4,"25,28"
4108,41,08,JUNE,6,"11,12"
4108,41,08,JULY,7,"29,30"
4108,41,08,SEPTEMBER,9,"12,15"
4108,41,08,NOVEMBER,11,"13,14"
4109,41,09,APRIL,4,"29,30"
4109,41,09,JUNE,6,"13,16"
4109,41,09,JULY,7,31
4109,41,09,AUGUST,8,1
4109,41,09,SEPTEMBER,9,"16,17"
4109,41,09,NOVEMBER,11,"17,18"
4110,41,10,APRIL,4,"29,30"
4110,41,10,JUNE,6,"13,16"
4110,41,10,JULY,7,31
4110,41,10,AUGUST,8,1
4110,41,10,SEPTEMBER,9,"16,17"
4110,41,10,NOVEMBER,11,"19,20"
4111,41,11,MAY,5,"1,2"
4111,41,11,JUNE,6,"17,18"
4111,41,11,AUGUST,8,"4,5"
4111,41,11,SEPTEMBER,9,"18,19"
4112,41,12,MAY,5,"1,2"
4112,41,12,JUNE,6,"17,18"
4112,41,12,AUGUST,8,"4,5"
4112,41,12,SEPTEMBER,9,"18,19"
4113,41,13,MAY,5,"5,6"
4113,41,13,JUNE,6,"20,23"
4113,41,13,AUGUST,8,"6,7"
4113,41,13,SEPTEMBER,9,"22,23"
4114,41,14,MAY,5,"5,6"
4114,41,14,JUNE,6,"20,23"
4114,41,14,AUGUST,8,"6,7"
4114,41,14,SEPTEMBER,9,"22,23"
4115,41,15,MAY,5,"7,8"
4115,41,15,JUNE,6,"24,25"
4115,41,15,AUGUST,8,"8,11"
4115,41,15,SEPTEMBER,9,"24,25"
4116,41,16,MAY,5,"7,8"
4116,41,16,JUNE,6,"24,25"
4116,41,16,AUGUST,8,"8,11"
4116,41,16,SEPTEMBER,9,"24,25"
4117,41,17,MAY,5,"9,12"
4117,41,17,JUNE,6,"26,27"
4117,41,17,AUGUST,8,"12,13"
4117,41,17,SEPTEMBER,9,"26,29"
4118,41,18,MAY,5,"9,12"
4118,41,18,JUNE,6,"26,27"
4118,41,18,AUGUST,8,"12,13"
4118,41,18,SEPTEMBER,9,"26,29"
4119,41,19,MAY,5,"13,14"
4119,41,19,JUNE,6,30
4119,41,19,JULY,7,1
4119,41,19,AUGUST,8,"14,15"
4119,41,19,SEPTEMBER,9,30
4119,41,19,OCTOBER,10,1
4120,41,20,MAY,5,"13,14"
4120,41,20,JUNE,6,30
4120,41,20,JULY,7,1
4120,41,20,AUGUST,8,"14,15"
4120,41,20,SEPTEMBER,9,30
4120,41,20,OCTOBER,10,1
4121,41,21,APRIL,4,"1,2"
4121,41,21,MAY,5,"15,16"
4121,41,21,JULY,7,"2,3"
4121,41,21,AUGUST,8,"18,19"
4121,41,21,OCTOBER,10,"2,3"
4122,41,22,APRIL,4,"1,2"
4122,41,22,MAY,5,"15,16"
4122,41,22,JULY,7,"2,3"
4122,41,22,AUGUST,8,"18,19"
4122,41,22,OCTOBER,10,"2,3"
4123,41,23,APRIL,4,"3,4"
4123,41,23,MAY,5,"19,20"
4123,41,23,JULY,7,"7,8"
4123,41,23,AUGUST,8,"20,21"
4123,41,23,OCTOBER,10,"6,7"
4124,41,24,APRIL,4,"3,4"
4124,41,24,MAY,5,"19,20"
4124,41,24,JULY,7,"7,8"
4124,41,24,AUGUST,8,"20,21"
4124,41,24,OCTOBER,10,"6,7"
4125,41,25,APRIL,4,"7,8"
4125,41,25,MAY,5,"21,22"
4125,41,25,JULY,7,"9,10"
4125,41,25,AUGUST,8,"22,25"
4125,41,25,OCTOBER,10,"8,9"
4126,41,26,APRIL,4,"7,8"
4126,41,26,MAY,5,"21,22"
4126,41,26,JULY,7,"9,10"
4126,41,26,AUGUST,8,"22,25"
4126,41,26,OCTOBER,10,"8,9"
4127,41,27,APRIL,4,"9,10"
4127,41,27,MAY,5,"23,27"
4127,41,27,JULY,7,"11,14"
4127,41,27,AUGUST,8,"26,27"
4127,41,27,OCTOBER,10,"10,14"
4128,41,28,APRIL,4,"9,10"
4128,41,28,MAY,5,"23,27"
4128,41,28,JULY,7,"11,14"
4128,41,28,AUGUST,8,"26,27"
4128,41,28,OCTOBER,10,"10,14"
4129,41,29,APRIL,4,"11,14"
4129,41,29,MAY,5,"28,29"
4129,41,29,JULY,7,"15,16"
4129,41,29,AUGUST,8,"28,29"
4129,41,29,OCTOBER,10,"15,16"
4130,41,30,APRIL,4,"11,14"
4130,41,30,MAY,5,"28,29"
4130,41,30,JULY,7,"15,16"
4130,41,30,AUGUST,8,"28,29"
4130,41,30,OCTOBER,10,"15,16"
4131,41,31,APRIL,4,"15,16"
4131,41,31,MAY,5,30
4131,41,31,JUNE,6,2
4131,41,31,JULY,7,"17,18"
4131,41,31,SEPTEMBER,9,"2,3"
4131,41,31,OCTOBER,10,"17,20"
4132,41,32,APRIL,4,"15,16"
4132,41,32,MAY,5,30
4132,41,32,JUNE,6,2
4132,41,32,JULY,7,"17,18"
4132,41,32,SEPTEMBER,9,"2,3"
4132,41,32,OCTOBER,10,"21,22"
4201,42,01,APRIL,4,"1,2,15,16,29,30"
4201,42,01,MAY,5,"13,14,29,30"
4201,42,01,JUNE,6,"12,13"
4201,42,01,JULY,7,"1,2,17,18"
4201,42,01,AUGUST,8,"1,14,15,28,29"
4201,42,01,SEPTEMBER,9,"16,17,30"
4201,42,01,OCTOBER,10,"1,16,17,30,31"
4201,42,01,NOVEMBER,11,"18,19"
4202,42,02,APRIL,4,"3,4,17,18"
4202,42,02,MAY,5,"1,2,15,16"
4202,42,02,JUNE,6,"3,4,17,18"
4202,42,02,JULY,7,"8,9,22,23"
4202,42,02,AUGUST,8,"5,6,19,20"
4202,42,02,SEPTEMBER,9,"4,5,18,19"
4202,42,02,OCTOBER,10,"2,3,21,22"
4202,42,02,NOVEMBER,11,"4,5"
4203,42,03,APRIL,4,"8,9,22,23"
4203,42,03,MAY,5,"6,7,20,21"
4203,42,03,JUNE,6,"5,6,24,25"
4203,42,03,JULY,7,"10,11,24,25"
4203,42,03,AUGUST,8,"7,8,21,22"
4203,42,03,SEPTEMBER,9,"9,10,23,24"
4203,42,03,OCTOBER,10,"7,8,23,24"
4203,42,03,NOVEMBER,11,"6,7"
4204,42,04,APRIL,4,"10,11,24,25"
4204,42,04,MAY,5,"8,9,22,23"
4204,42,04,JUNE,6,"10,11,26,27"
4204,42,04,JULY,7,"15,16,29,30"
4204,42,04,AUGUST,8,"12,13,26,27"
4204,42,04,SEPTEMBER,9,"11,12,25,26"
4204,42,04,OCTOBER,10,"9,10,28,29"
4204,42,04,NOVEMBER,11,"13,14"
4205,42,05,APRIL,4,"1,2,8,9,15,16,22,23,29,30"
4205,42,05,MAY,5,"6,7,13,14,20,21,27,28"
4205,42,05,JUNE,6,"3,4,10,11,17,18,24,25"
4205,42,05,JULY,7,"1,2,8,9,15,16,22,23,29,30"
4205,42,05,AUGUST,8,"5,6,12,13,19,20,26,27"
4205,42,05,SEPTEMBER,9,"2,3,9,10,16,17,23,24,30"
4205,42,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29"
4301,43,01,APRIL,4,"17,18,21,22"
4301,43,01,MAY,5,"28,29,30"
4301,43,01,JUNE,6,2
4301,43,01,JULY,7,"9,10,11,14"
4301,43,01,AUGUST,8,"18,19,20,21"
4301,43,01,SEPTEMBER,9,"26,29,30"
4301,43,01,OCTOBER,10,1
4301,43,01,NOVEMBER,11,"6,7,10,12"
4302,43,02,APRIL,4,"23,24,25,28"
4302,43,02,JUNE,6,"3,4,5,6"
4302,43,02,JULY,7,"15,16,17,18"
4302,43,02,AUGUST,8,"22,25,26,27"
4302,43,02,OCTOBER,10,"2,3,6,7"
4302,43,02,NOVEMBER,11,"13,14,17,18"
4303,43,03,APRIL,4,"29,30"
4303,43,03,MAY,5,"1,2"
4303,43,03,JUNE,6,"9,10,11,12"
4303,43,03,JULY,7,"21,22,23,24"
4303,43,03,AUGUST,8,"28,29"
4303,43,03,SEPTEMBER,9,"2,3"
4303,43,03,OCTOBER,10,"8,9,10,14"
4304,43,04,MAY,5,"5,6,7,8"
4304,43,04,JUNE,6,"13,16,17,18"
4304,43,04,JULY,7,"25,28,29,30"
4304,43,04,SEPTEMBER,9,"4,5,8,9"
4304,43,04,OCTOBER,10,"15,16,17,20"
4305,43,05,APRIL,4,"1,2,3,4"
4305,43,05,MAY,5,"9,12,13,14"
4305,43,05,JUNE,6,"20,23,24,25"
4305,43,05,JULY,7,31
4305,43,05,AUGUST,8,"1,4,5"
4305,43,05,SEPTEMBER,9,"10,11,12,15"
4305,43,05,OCTOBER,10,"21,22,23,24"
4306,43,06,APRIL,4,"7,8,9,10"
4306,43,06,MAY,5,"15,16,19,20"
4306,43,06,JUNE,6,"26,27,30"
4306,43,06,JULY,7,1
4306,43,06,AUGUST,8,"6,7,8,11"
4306,43,06,SEPTEMBER,9,"16,17,18,19"
4306,43,06,OCTOBER,10,"27,28,29,30"
4307,43,07,APRIL,4,"11,14,15,16"
4307,43,07,MAY,5,"21,22,23,27"
4307,43,07,JULY,7,"2,3,7,8"
4307,43,07,AUGUST,8,"12,13,14,15"
4307,43,07,SEPTEMBER,9,"22,23,24,25"
4307,43,07,OCTOBER,10,31
4307,43,07,NOVEMBER,11,"3,4,5"
4308,43,08,APRIL,4,"1,2,8,9,15,16,22,23,29,30"
4308,43,08,MAY,5,"6,7,13,14,20,21,27,28"
4308,43,08,JUNE,6,"3,4,10,11,17,18,24,25"
4308,43,08,JULY,7,"1,2,8,9,15,16,22,23,29,30"
4308,43,08,AUGUST,8,"5,6,12,13,19,20,26,27"
4308,43,08,SEPTEMBER,9,"2,3,9,10,16,17,23,24,30"
4308,43,08,OCTOBER,10,"1,7,8,14,15,21,22,28,29"
4401,44,01,APRIL,4,"25,28"
4401,44,01,MAY,5,"21,22"
4401,44,01,JUNE,6,"24,25"
4401,44,01,JULY,7,"22,23"
4401,44,01,AUGUST,8,"25,26"
4401,44,01,SEPTEMBER,9,"25,26"
4401,44,01,OCTOBER,10,"28,29"
4402,44,02,APRIL,4,"21,22"
4402,44,02,MAY,5,"23,27"
4402,44,02,JUNE,6,"26,27"
4402,44,02,JULY,7,"28,29"
4402,44,02,AUGUST,8,"27,28"
4402,44,02,SEPTEMBER,9,"29,30"
4402,44,02,OCTOBER,10,"30,31"
4403,44,03,APRIL,4,"23,24"
4403,44,03,MAY,5,"28,29"
4403,44,03,JUNE,6,30
4403,44,03,JULY,7,"7,30,31"
4403,44,03,AUGUST,8,29
4403,44,03,SEPTEMBER,9,8
4403,44,03,OCTOBER,10,"6,9"
4403,44,03,NOVEMBER,11,"3,10"
4404,44,04,APRIL,4,"15,16"
4404,44,04,MAY,5,"19,20"
4404,44,04,JUNE,6,"17,18"
4404,44,04,JULY,7,"24,25"
4404,44,04,AUGUST,8,"19,20"
4404,44,04,SEPTEMBER,9,"23,24"
4404,44,04,OCTOBER,10,"24,27"
4405,44,05,APRIL,4,"29,30"
4405,44,05,MAY,5,30
4405,44,05,JUNE,6,2
4405,44,05,JULY,7,"10,11"
4405,44,05,AUGUST,8,"4,8"
4405,44,05,SEPTEMBER,9,"15,16"
4405,44,05,OCTOBER,10,"10,15"
4405,44,05,NOVEMBER,11,"13,14"
4406,44,06,APRIL,4,"17,18"
4406,44,06,MAY,5,"15,16"
4406,44,06,JUNE,6,"20,23"
4406,44,06,JULY,7,"18,21"
4406,44,06,AUGUST,8,"21,22"
4406,44,06,SEPTEMBER,9,"19,22"
4406,44,06,OCTOBER,10,"22,23"
4407,44,07,APRIL,4,"8,9"
4407,44,07,MAY,5,"13,14"
4407,44,07,JUNE,6,"10,11"
4407,44,07,JULY,7,"8,9"
4407,44,07,AUGUST,8,"12,13"
4407,44,07,SEPTEMBER,9,"9,10"
4407,44,07,OCTOBER,10,"8,14"
4407,44,07,NOVEMBER,11,"12,18"
4408,44,08,APRIL,4,"11,14"
4408,44,08,MAY,5,"9,12"
4408,44,08,JUNE,6,"13,16"
4408,44,08,JULY,7,"16,17"
4408,44,08,AUGUST,8,"15,18"
4408,44,08,SEPTEMBER,9,"17,18"
4408,44,08,OCTOBER,10,"20,21"
4408,44,08,NOVEMBER,11,"20,21"
4409,44,09,APRIL,4,"7,10"
4409,44,09,MAY,5,"5,8"
4409,44,09,JUNE,6,"9,12"
4409,44,09,JULY,7,"14,15"
4409,44,09,AUGUST,8,"11,14"
4409,44,09,SEPTEMBER,9,"11,12"
4409,44,09,OCTOBER,10,"16,17"
4409,44,09,NOVEMBER,11,"17,19"
4410,44,10,APRIL,4,"3,4"
4410,44,10,MAY,5,"1,2"
4410,44,10,JUNE,6,"5,6"
4410,44,10,JULY,7,3
4410,44,10,AUGUST,8,"1,7"
4410,44,10,SEPTEMBER,9,"4,5"
4410,44,10,OCTOBER,10,"2,3"
4410,44,10,NOVEMBER,11,"6,7"
4411,44,11,APRIL,4,"1,2"
4411,44,11,MAY,5,"6,7"
4411,44,11,JUNE,6,"3,4"
4411,44,11,JULY,7,"1,2"
4411,44,11,AUGUST,8,"5,6"
4411,44,11,SEPTEMBER,9,"2,3"
4411,44,11,OCTOBER,10,"1,7"
4411,44,11,NOVEMBER,11,"4,5"
4501,45,01,APRIL,4,"1,2"
4501,45,01,JUNE,6,"13,16"
4501,45,01,AUGUST,8,"28,29"
4502,45,02,APRIL,4,"3,4"
4502,45,02,JUNE,6,"17,18"
4502,45,02,SEPTEMBER,9,"2,3"
4503,45,03,APRIL,4,"7,8"
4503,45,03,JUNE,6,"20,23"
4503,45,03,SEPTEMBER,9,"4,5"
4504,45,04,APRIL,4,"9,10"
4504,45,04,JUNE,6,"24,25"
4504,45,04,SEPTEMBER,9,"8,9"
4505,45,05,APRIL,4,"11,14"
4505,45,05,JUNE,6,"26,27"
4505,45,05,SEPTEMBER,9,"10,11"
4506,45,06,APRIL,4,"15,16"
4506,45,06,JUNE,6,30
4506,45,06,JULY,7,1
4506,45,06,SEPTEMBER,9,"12,15"
4507,45,07,APRIL,4,"17,18"
4507,45,07,JULY,7,"2,3"
4507,45,07,SEPTEMBER,9,"16,17"
4508,45,08,APRIL,4,"21,22"
4508,45,08,JULY,7,"7,8"
4508,45,08,SEPTEMBER,9,"18,19"
4509,45,09,APRIL,4,"23,24"
4509,45,09,JULY,7,"9,10"
4509,45,09,SEPTEMBER,9,"22,23"
4510,45,10,APRIL,4,"25,28"
4510,45,10,JULY,7,"11,14"
4510,45,10,SEPTEMBER,9,"24,25"
4511,45,11,APRIL,4,"29,30"
4511,45,11,JULY,7,"15,16"
4511,45,11,SEPTEMBER,9,"26,29"
4512,45,12,MAY,5,"1,2"
4512,45,12,JULY,7,"17,18"
4512,45,12,SEPTEMBER,9,30
4512,45,12,OCTOBER,10,1
4513,45,13,MAY,5,"5,6"
4513,45,13,JULY,7,"21,22"
4513,45,13,OCTOBER,10,"2,3"
4513,45,13,NOVEMBER,11,"13,14"
4514,45,14,MAY,5,"7,8"
4514,45,14,JULY,7,"23,24"
4514,45,14,OCTOBER,10,"6,7"
4514,45,14,NOVEMBER,11,"17,18"
4515,45,15,MAY,5,"9,12"
4515,45,15,JULY,7,"25,28"
4515,45,15,OCTOBER,10,"8,9"
4515,45,15,NOVEMBER,11,"19,20"
4516,45,16,MAY,5,"13,14"
4516,45,16,JULY,7,"29,30"
4516,45,16,OCTOBER,10,"10,14"
4517,45,17,MAY,5,"15,16"
4517,45,17,JULY,7,31
4517,45,17,AUGUST,8,1
4517,45,17,OCTOBER,10,"15,16"
4517,45,17,NOVEMBER,11,"21,24"
4518,45,18,MAY,5,"19,20"
4518,45,18,AUGUST,8,"4,5"
4518,45,18,OCTOBER,10,"17,20"
4519,45,19,MAY,5,"21,22"
4519,45,19,AUGUST,8,"6,7"
4519,45,19,OCTOBER,10,"21,22"
4520,45,20,MAY,5,"23,27"
4520,45,20,AUGUST,8,"8,11"
4520,45,20,OCTOBER,10,"23,24"
4521,45,21,MAY,5,"28,29"
4521,45,21,AUGUST,8,"12,13"
4521,45,21,OCTOBER,10,"27,28"
4522,45,22,MAY,5,30
4522,45,22,JUNE,6,2
4522,45,22,AUGUST,8,"14,15"
4522,45,22,OCTOBER,10,"29,30"
4523,45,23,JUNE,6,"3,4"
4523,45,23,AUGUST,8,"18,19"
4523,45,23,OCTOBER,10,31
